,product_id,product_name,product_type,price_KIWI,price_MENY,price_OBS,price_REMA 1000,price_SPAR,price_EXTRA,year,week
8,16,Stjernebacon,140 gr,16.5,20.9,20.65,16.5,20.9,16.54,2019,22
9,187,Gilde skinnfri kjøttpølse,450gr,27.9,33.4,29.65,26.0,31.5,27.98,2019,22
10,24,Kjøttdeig billigste type,400 gr,39.9,29.9,40.6,39.9,39.9,39.9,2019,22
11,418,"Kulturmelk, Tine",1 liter,17.9,19.5,18.2,17.9,19.6,17.9,2019,22
12,32,Lettrømme Tine,3 dl,12.8,15.9,12.8,12.8,15.8,12.8,2019,22
13,30,Skummet melk Tine,1 liter,16.9,17.7,16.9,16.9,17.7,16.9,2019,22
14,36,Melange margarin,500 gram,22.7,26.9,24.1,22.7,26.9,22.8,2019,22
15,17,Mills Majones,330 gr (2 poser),25.6,28.4,26.9,25.5,27.9,25.7,2019,22
16,39,Big One Classic Pizza,560 gr,53.4,56.9,57.1,53.4,55.9,53.4,2019,22
17,150,Grandiosa Hj.laget m/kjøttdeig 1 kg,med kjøttdeig,84.5,92.0,86.1,84.5,91.9,84.5,2019,22
18,47,Makrell i tomat,Stabburet,12.3,17.4,13.7,12.3,16.9,12.3,2019,22
19,48,Leverpostei,100 gr,5.0,10.5,5.2,5.0,10.5,5.0,2019,22
20,76,Picnicskinke Stabburet,325 gr,38.9,42.9,34.9,38.9,45.9,38.9,2019,22
21,553,Trondhjems brun lapskaus,800,38.3,41.9,39.0,38.3,41.9,38.3,2019,22
22,108,Betasuppe Toro,112 gr,21.2,22.9,21.6,21.2,22.9,21.2,2019,22
23,124,Bergensk Fiskesuppe Toro,81 gr,9.9,19.5,17.9,9.9,18.9,17.7,2019,22
24,210,Kremet Blomkålsuppe,Pose,15.2,16.9,15.7,15.2,16.9,15.3,2019,22
25,101,Dolmio Classico,500 gr,14.0,16.9,14.8,14.0,16.9,14.0,2019,22
26,171,Sunmaid rosiner,500 gr,34.4,39.9,37.3,34.4,39.9,34.5,2019,22
27,482,"Tacosaus medium, OLP",230 gr,11.6,6.75,12.4,11.6,13.9,11.6,2019,22
28,483,Taco spice mix 3X25G,13.50 8.25 14.50 13.50 16.90 13.50,,,,,,,2019,22
29,100,Smacks Honnikorn,375 gr,26.9,29.9,27.9,26.9,22.05,26.9,2019,22
30,119,Saltstenger Soletti,250 gram,21.6,25.5,12.78,21.5,24.9,21.6,2019,22
31,447,OMO Color Refill,490 ml,34.3,39.9,36.8,34.3,37.9,34.3,2019,22
32,117,Melkerull Freia,74 gr,14.7,17.4,15.4,14.7,16.9,14.7,2019,22
33,138,Smil Sjokolade,78 gram,11.1,16.4,11.4,11.1,15.9,11.1,2019,22
34,209,Kvikk lunsj,47gr,11.4,11.9,11.8,11.4,11.9,11.4,2019,22
0,123,Paprika,1 kg løsvekt,39.9,44.9,45.9,39.9,46.9,39.9,2019,23
1,6,Agurk,1 stk,18.9,20.8,19.5,18.9,19.9,18.9,2019,23
2,10,Champignon,1 kg,29.9,32.9,30.8,29.9,31.9,29.9,2019,23
3,7,Isbergsalat,1 stk,14.9,22.9,20.5,14.9,19.9,14.9,2019,23
4,176,Kinakål,stk,23.9,25.9,24.6,23.9,25.9,23.9,2019,23
5,173,Kålrot,kg,18.9,19.9,19.5,18.9,19.9,18.9,2019,23
6,554,Woksaus Sweet and sour,120 gr,15.9,16.9,17.0,15.9,16.9,15.9,2019,23
7,20,Gulost Synnøve,1 kg,89.9,95.0,96.1,89.9,94.9,89.9,2019,23
8,575,Skivet Ridderost Tine,170 gr,37.3,39.9,39.9,37.3,39.9,37.3,2019,23
9,94,Smøreost Bacon tube,175 gr,23.2,25.9,24.3,23.0,25.9,23.9,2019,23
10,153,Smøreost Skinke tube,175 gr,18.8,20.9,20.6,18.8,22.9,19.8,2019,23
11,79,Karbonader Gilde,810 gr,77.3,84.0,82.71,77.3,83.9,77.76,2019,23
12,563,Fjordland Kylling Sweet & sour,460 gr,53.8,58.9,57.5,53.8,57.9,53.8,2019,23
13,32,Lettrømme Tine,3 dl,12.7,14.9,12.8,12.6,15.8,12.8,2019,23
14,28,Lettmelk Tine,1 liter,17.3,18.4,17.3,17.3,18.7,17.3,2019,23
15,217,Go Morgen Vanilje m/nøttemix,195 gr,9.6,13.9,9.7,10.0,13.5,9.6,2019,23
16,98,Go Morgen Skogsbær,195 gr,9.4,12.9,9.9,10.0,12.9,9.4,2019,23
17,35,Tine Meierismør,1/2 kilo,33.6,36.1,35.3,33.5,37.9,33.7,2019,23
18,18,Mills Kaviar,185 gr,18.6,20.5,19.2,18.7,20.5,18.9,2019,23
19,39,Big One Classic Pizza,560 gr,52.4,55.9,57.1,52.4,56.9,53.4,2019,23
20,41,Grandiosa Original,575 gr,29.4,45.5,43.1,29.4,45.9,29.9,2019,23
21,166,Tomatsuppe m/makaroni,119 gr,17.8,19.9,19.1,17.9,19.9,18.8,2019,23
22,124,Bergensk Fiskesuppe Toro,81 gr,8.7,18.9,17.9,8.8,18.9,17.7,2019,23
23,536,Quaker Cruesli Solfrokost,500 gram,33.7,36.9,36.0,33.7,36.5,33.7,2019,23
24,391,JIF Kjøkken Spray,500 ml,33.8,36.9,35.2,33.8,36.5,33.8,2019,23
25,65,Omo Color,"1,17 kg",46.9,49.9,47.8,46.9,49.9,46.9,2019,23
26,278,Lion King sjokolade,60 gram,13.2,14.5,13.4,13.2,14.5,13.2,2019,23
27,302,Daim Dobbel Freia,56 gr,9.9,19.9,18.5,10.0,19.9,17.7,2019,23
28,117,Melkerull Freia,74 gr,10.0,16.5,15.4,10.0,16.9,14.7,2019,23
29,138,Smil Sjokolade,78 gram,9.9,15.9,11.3,10.0,15.9,11.1,2019,23
30,208,Troika,66 gr,9.2,13.9,9.4,9.2,14.5,9.3,2019,23
31,209,Kvikk lunsj,47gr,10.0,11.9,11.6,10.0,11.9,11.4,2019,23
32,431,Mandelstang Freia,43 gr,9.9,11.5,11.0,10.0,11.5,10.3,2019,23
0,123,Paprika,1 kg løsvekt,54.9,59.9,56.9,54.9,39.9,54.9,2019,24
1,6,Agurk,1 stk,19.9,21.9,20.9,19.9,17.9,19.9,2019,24
2,10,Champignon,1 kg,44.9,49.4,46.2,44.9,44.9,44.9,2019,24
3,8,Brokkoli,1 stk,14.9,19.9,15.3,18.9,14.9,14.9,2019,24
4,9,Blomkål,1 stk,24.9,27.9,25.5,24.9,26.9,24.9,2019,24
5,507,Kremost Pepper,125 gram,10.9,13.9,11.8,10.9,11.9,11.1,2019,24
6,16,Stjernebacon,140 gr,17.1,20.9,18.29,17.1,20.9,17.24,2019,24
7,23,Grillpølser Gilde,600 gr,34.3,39.9,36.7,19.9,42.9,34.3,2019,24
8,24,Kjøttdeig billigste type,400 gr,41.9,41.9,41.9,41.9,41.9,41.9,2019,24
9,32,Lettrømme Tine,3 dl,12.6,13.9,14.9,12.6,15.8,12.6,2019,24
10,28,Lettmelk Tine,1 liter,17.3,18.4,17.3,17.3,18.7,17.3,2019,24
11,41,Grandiosa Original,575 gr,42.3,45.5,43.1,42.3,45.9,42.3,2019,24
12,48,Leverpostei,100 gr,5.0,10.5,5.1,5.0,10.5,5.0,2019,24
13,112,Vafler Toro Fam/Pk,591 gr,18.4,25.0,19.7,18.4,19.9,18.7,2019,24
14,378,"Hvit saus, Toro",38 gram,14.4,15.3,14.6,14.4,15.5,14.4,2019,24
15,53,Idun Ketchup,530 gr,5.0,10.3,5.1,5.0,10.5,5.0,2019,24
16,59,Nescafé Gull refill,100 gr,43.3,51.9,45.5,43.4,46.9,43.4,2019,24
17,99,Oboy,450 gr pose,14.9,16.9,15.1,14.9,16.9,14.9,2019,24
18,395,"Jordbærgele, Freia",125 gram,12.2,13.5,12.6,12.2,12.9,12.2,2019,24
19,264,"Bringebærgele, Freia",125 gram,13.2,14.9,13.6,13.2,14.9,13.2,2019,24
20,86,Piano vaniljesaus,1 liter,28.7,39.9,29.4,28.8,31.9,28.9,2019,24
21,113,Ritz kjeks,200 gram,21.4,23.5,21.8,21.4,22.9,21.4,2019,24
22,182,Ballerina kjeks Nougat,205 gr,23.9,25.9,24.3,23.9,25.9,23.9,2019,24
23,157,Gifflar kanel,300 gr,26.4,28.5,28.2,26.4,28.5,15.0,2019,24
24,73,Coca Cola,"1,5 liter",33.8,37.5,33.9,33.8,37.5,33.8,2019,24
25,136,Potetgull Maarud Paprika,250 gram,26.9,29.5,29.8,26.9,24.9,27.9,2019,24
26,68,Smågodt,1 hg,14.9,16.5,14.9,14.9,16.9,14.9,2019,24
27,302,Daim Dobbel Freia,56 gr,10.0,19.9,18.5,10.0,19.9,17.7,2019,24
28,117,Melkerull Freia,74 gr,10.0,16.5,15.4,10.0,16.5,14.7,2019,24
29,196,Freia Dronningsjokolade,100gr,19.9,21.1,20.8,19.9,21.5,19.9,2019,24
30,373,Hobby,48 gram,16.3,18.9,17.5,16.4,17.9,16.4,2019,24
0,2,Bananer,1 kg løsvekt,24.5,27.4,17.43,24.0,24.9,24.5,2019,25
1,123,Paprika,1 kg løsvekt,47.8,53.9,48.9,47.0,61.9,47.8,2019,25
2,7,Isbergsalat,1 stk,9.9,21.9,23.9,10.0,15.9,22.8,2019,25
3,21,Revet ost original Tine,300gr,35.7,37.9,37.4,35.7,41.9,35.7,2019,25
4,77,Gudbrandsdalsost Tine,500 gr,45.7,44.9,48.4,45.8,49.9,46.1,2019,25
5,412,Komle/raspeballer m vossak.,600 gr,69.5,77.9,70.8,69.5,74.9,69.5,2019,25
6,31,Kremfløte Tine,3 dl,17.8,17.9,17.9,17.8,17.9,17.9,2019,25
7,32,Lettrømme Tine,3 dl,14.9,14.9,14.9,12.5,15.8,14.9,2019,25
8,28,Lettmelk Tine,1 liter,17.3,18.4,17.3,17.3,18.7,17.3,2019,25
9,96,Biola Blåbær,1 liter,23.7,24.9,25.4,23.7,30.9,23.9,2019,25
10,98,Go Morgen Skogsbær,195 gr,9.1,12.9,12.9,9.2,10.0,9.4,2019,25
11,18,Mills Kaviar,185 gr,18.4,20.5,18.9,18.5,20.5,18.6,2019,25
12,39,Big One Classic Pizza,560 gr,52.2,55.9,56.0,52.3,56.9,52.4,2019,25
13,47,Makrell i tomat,Stabburet,11.8,13.9,12.4,11.8,16.9,11.9,2019,25
14,46,Nugatti Original,500 gram,17.4,21.9,18.5,17.8,22.9,18.1,2019,25
15,83,Jordbærsyltetøy Nora,400 gr hjemmelaget,23.3,25.9,24.7,23.3,25.9,23.6,2019,25
16,84,Bringebærsyltetøy Nora,400 gr hjemmelaget,17.7,19.9,19.3,17.8,19.9,18.1,2019,25
17,76,Picnicskinke Stabburet,325 gr,38.9,43.3,41.6,38.9,43.9,38.9,2019,25
18,224,Amerikansk gryte,188 gram,22.0,24.5,23.0,22.1,24.5,22.5,2019,25
19,111,Tomatsuppe Original,91 gr,8.5,15.9,9.0,8.8,15.9,9.0,2019,25
20,142,Toro Pizzabunn familiepakn.,370 gram,13.7,16.1,14.2,13.8,15.9,14.0,2019,25
21,276,Geisha Risgrøt,800 gram,23.0,25.1,23.4,23.0,24.9,23.0,2019,25
22,101,Dolmio Classico,500 gr,11.9,14.9,14.0,13.0,14.9,13.1,2019,25
23,103,Idun Sennep,490 gr,9.1,9.9,9.4,9.1,9.9,9.3,2019,25
24,482,"Tacosaus medium, OLP",230 gr,11.6,14.0,14.4,11.8,13.9,11.6,2019,25
25,253,Bixit Original,300 gram,12.3,13.5,13.1,12.3,13.5,12.3,2019,25
26,328,Farris Sitron,"1,5 liter",20.9,23.9,20.9,20.9,23.9,20.9,2019,25
27,74,Pepsi Max,"1,5 liter",33.2,36.9,33.8,33.2,37.5,33.4,2019,25
28,167,"Maarud Tortilla, ost",185 gram,13.7,18.5,14.2,14.0,26.9,14.0,2019,25
29,136,Potetgull Maarud Paprika,250 gram,26.9,29.8,27.4,26.9,28.9,26.9,2019,25
30,417,Krystal Original,750 ml,19.8,21.5,20.2,19.9,21.5,19.9,2019,25
31,190,Lano Håndsåpe,300ml,16.3,17.5,16.7,16.3,17.5,16.4,2019,25
32,334,Firkløver Freia,200 gr,35.9,39.5,36.2,36.0,38.9,36.2,2019,25
0,174,Lime,kg,28.5,34.9,28.9,28.5,34.9,28.5,2019,26
1,231,Avocado Moden,2 pk,29.0,31.9,28.9,28.5,29.9,28.5,2019,26
2,6,Agurk,1 stk,16.8,19.9,14.9,16.8,18.9,19.9,2019,26
3,7,Isbergsalat,1 stk,9.9,21.9,14.9,14.8,12.9,14.9,2019,26
4,175,Purreløk,kg,39.8,44.6,37.9,36.5,37.9,36.8,2019,26
5,509,Kremost Ananas og Mandarin,125 gram,9.2,13.9,18.2,9.2,13.9,9.2,2019,26
6,575,Skivet Ridderost Tine,170 gr,36.9,39.9,39.9,36.9,39.9,37.3,2019,26
7,212,Fløtemysost,Skivet,19.6,21.5,20.9,19.6,21.5,19.6,2019,26
8,595,Hvitost eget merke,1000 gram,82.9,82.9,82.9,82.9,82.9,82.9,2019,26
9,454,Pepperoni Grilstad,100 gram,34.5,41.1,37.4,34.6,37.9,35.0,2019,26
10,591,Grillpølser eget merke,1 kilo,24.8,24.8,29.9,24.78,25.5,24.8,2019,26
11,590,Peppes originale pizzabunn,550 gram,19.2,25.8,25.7,19.3,24.9,19.9,2019,26
12,27,Kyllingfilet,1 kg,94.93,114.29,94.93,94.94,94.93,94.93,2019,26
13,418,"Kulturmelk, Tine",1 liter,17.9,19.5,18.6,17.9,19.6,17.9,2019,26
14,29,Helmelk Tine,1 liter,18.9,19.8,19.2,18.9,19.9,18.9,2019,26
15,199,Tine Sjokomelk,1 lit,19.4,24.9,19.9,19.4,24.9,21.9,2019,26
16,251,"Biola Rødbet, Eple og Lime",10 dl,32.6,33.9,34.8,32.6,34.7,32.6,2019,26
17,201,Tine Yoghurt Melon/pasjonsfrukt 4pk,4x150gr,16.7,19.9,19.6,16.7,19.5,18.1,2019,26
18,217,Go Morgen Vanilje m/nøttemix,195 gr,9.2,13.9,9.7,9.2,13.5,9.6,2019,26
19,81,Mager Cottage Cheese Tine,400 gr mager,24.1,26.9,29.9,24.2,27.9,24.4,2019,26
20,36,Melange margarin,500 gram,22.0,25.0,26.3,22.1,26.9,22.6,2019,26
21,39,Big One Classic Pizza,560 gr,52.1,55.9,56.3,52.2,34.14,52.4,2019,26
22,44,Laks,4 pakning pris per 500 gr,47.5,47.9,48.9,47.6,48.5,48.0,2019,26
23,324,Familiens Fiskegrateng,1 kilo,58.3,62.9,66.8,58.3,62.9,58.6,2019,26
24,170,Leverpostei 6 stk,6x22gr,28.5,31.8,30.6,28.5,31.5,28.5,2019,26
25,594,Jordbærsyltetøy eget merke,1000 gram,17.71,17.81,17.9,17.7,18.23,17.9,2019,26
26,133,Tyttebærsyltetøy Nora Hj.laget,400 gr,33.9,38.9,39.8,34.4,38.9,36.0,2019,26
27,598,Fiskeboller eget merke,800 gram,15.9,15.9,15.9,15.9,15.9,15.9,2019,26
28,108,Betasuppe Toro,112 gr,21.1,22.9,22.5,21.2,22.9,21.2,2019,26
29,211,Meksikansk tomatsuppe,Pose,17.4,19.9,21.4,17.4,19.9,17.9,2019,26
30,109,Bali kyllinggryte,91 gr,22.3,25.5,23.4,22.3,25.5,22.8,2019,26
31,125,Meksikansk Gryte Toro,190 gr,21.0,23.5,22.2,21.0,23.5,21.5,2019,26
32,523,Pizzafyll tomat og urter,58 gr,14.2,15.7,15.3,14.2,15.5,14.2,2019,26
33,330,Ferskgjær original,50 gram,2.5,3.1,3.6,2.5,3.3,2.5,2019,26
34,127,Ertestuing 5 minutter Toro,164 gr,25.0,27.2,25.7,25.1,26.9,25.1,2019,26
35,95,Hamburgerdressing Idun,470 gr flaske,17.8,20.9,19.3,17.8,20.9,18.8,2019,26
36,585,"Oppvasktabletter, eget merke",40 stk,26.6,30.1,27.8,26.6,31.5,26.6,2019,26
37,237,Barberskum Regular,200 ml,17.8,19.6,18.1,17.8,19.5,17.8,2019,26
0,174,Lime,kg,28.5,32.8,29.9,28.5,48.9,29.4,2019,27
1,608,Blåbær,125 gram,19.8,20.9,20.9,22.8,19.9,20.4,2019,27
2,609,Bringebær,125 gram,28.8,32.9,30.9,28.8,29.9,29.7,2019,27
3,610,Vannmelon,1 kilo,9.9,18.9,15.9,16.8,17.9,9.9,2019,27
4,614,Nektarin,1 Kilo,26.8,20.0,28.9,24.8,24.9,34.6,2019,27
5,611,Mais 2 pk,2 stk,19.8,19.9,20.9,15.84,19.9,20.4,2019,27
6,7,Isbergsalat,1 stk,9.8,21.9,14.9,9.8,14.9,19.9,2019,27
7,591,Grillpølser eget merke,1 kilo,24.8,24.8,29.9,27.67,24.9,24.8,2019,27
8,23,Grillpølser Gilde,600 gr,29.0,34.9,34.9,34.9,29.9,34.9,2019,27
9,450,"Ostegrill, Gilde",480 gram,32.9,46.6,37.3,29.0,46.9,34.9,2019,27
10,79,Karbonader Gilde,810 gr,69.9,69.9,82.71,79.9,84.9,79.92,2019,27
11,26,Nakkekoteletter eget merke,1 kg,49.9,49.9,39.9,52.5,49.9,52.5,2019,27
12,581,Storfe Ytrefilet,150 gram,29.9,29.9,35.0,29.89,29.9,29.9,2019,27
13,384,Iskaffe a la Cappuccino,330 ml,16.9,18.9,18.6,17.9,17.9,18.9,2019,27
14,31,Kremfløte Tine,3 dl,18.5,18.9,20.0,18.9,18.9,20.0,2019,27
15,32,Lettrømme Tine,3 dl,15.3,15.9,15.9,15.9,16.7,15.9,2019,27
16,199,Tine Sjokomelk,1 lit,19.9,24.9,23.4,20.0,24.9,21.9,2019,27
17,185,Tine Yoghurt Jordbær 4pk,4x150gr,18.7,19.9,19.9,19.9,19.9,19.9,2019,27
18,140,Kesam Vanilje,300 gram vanilje,18.9,16.0,20.9,19.9,20.9,18.9,2019,27
19,35,Tine Meierismør,1/2 kilo,34.9,36.9,36.9,34.9,38.9,35.9,2019,27
20,318,"Ekte Remulade, Mills",165 gram,21.4,23.2,25.6,21.4,23.5,25.2,2019,27
21,574,Potetsalat Klassisk,500 gr,19.9,15.96,29.9,19.9,10.9,29.5,2019,27
22,534,"Thousand Island, Idun",450 gram,23.9,27.2,26.9,26.9,26.9,26.9,2019,27
23,535,"Rømmedressing, Idun",470 gram,24.9,25.7,27.4,26.9,26.9,26.9,2019,27
24,612,Sweet Baby Rays,510 gram,40.9,50.7,44.9,40.9,49.9,44.9,2019,27
25,103,Idun Sennep,490 gr,12.0,9.9,15.9,12.0,12.9,15.9,2019,27
26,53,Idun Ketchup,530 gr,14.9,10.3,14.9,14.9,15.9,14.9,2019,27
27,164,PS sprøstekt løk,100 gr,14.9,9.9,15.0,15.0,15.9,15.0,2019,27
28,59,Nescafé Gull refill,100 gr,42.5,46.9,45.4,42.5,46.9,43.3,2019,27
29,86,Piano vaniljesaus,1 liter,32.9,31.5,39.9,32.9,33.9,39.9,2019,27
30,73,Coca Cola,"1,5 liter",34.8,37.9,36.9,36.9,38.9,36.9,2019,27
31,74,Pepsi Max,"1,5 liter",34.4,36.9,35.4,35.4,38.5,35.4,2019,27
32,613,Sun Lolly Jordbær,10 stk,39.9,44.9,41.8,39.0,44.9,39.9,2019,27
33,478,Solo Plastflaske,"1,5 liter",35.9,37.5,38.4,34.9,38.9,38.4,2019,27
34,71,Potetgull Maarud Salt,240 gr Salt,26.0,28.2,29.9,29.9,27.9,29.9,2019,27
35,311,"IFA saltpastiller, Nidar",34 gr,14.4,16.6,16.0,14.4,16.9,15.0,2019,27
36,580,Vaniljeis eget merke,3 liter,20.9,20.6,26.2,20.6,20.9,20.6,2019,27
0,6,Agurk,1 stk,16.8,18.5,17.9,16.8,18.9,17.3,2019,28
1,10,Champignon,1 kg,38.8,39.9,40.9,29.5,34.9,40.0,2019,28
2,7,Isbergsalat,1 stk,9.8,21.9,12.9,14.8,22.9,19.9,2019,28
3,9,Blomkål,1 stk,18.8,21.9,19.9,18.8,21.9,18.9,2019,28
4,508,Kremost Naturell,125 gram,15.2,17.9,16.3,15.2,17.9,15.3,2019,28
5,509,Kremost Ananas og Mandarin,125 gram,16.9,13.9,17.2,16.9,17.9,16.9,2019,28
6,212,Fløtemysost,Skivet,19.8,21.5,21.1,19.8,21.9,19.8,2019,28
7,97,Snøfrisk,125 gr,19.9,17.5,21.4,19.9,19.9,19.9,2019,28
8,450,"Ostegrill, Gilde",480 gram,29.0,46.6,37.3,29.0,44.9,34.9,2019,28
9,29,Helmelk Tine,1 liter,19.1,19.8,18.9,19.1,19.9,18.9,2019,28
10,199,Tine Sjokomelk,1 lit,19.9,24.9,20.8,20.0,24.9,19.9,2019,28
11,96,Biola Blåbær,1 liter,29.9,24.9,31.1,29.9,29.9,29.9,2019,28
12,35,Tine Meierismør,1/2 kilo,33.1,36.9,36.6,33.1,38.9,34.9,2019,28
13,39,Big One Classic Pizza,560 gr,54.9,55.9,58.2,54.9,57.9,54.9,2019,28
14,324,Familiens Fiskegrateng,1 kilo,64.9,64.7,59.0,64.9,64.9,64.9,2019,28
15,83,Jordbærsyltetøy Nora,400 gr hjemmelaget,23.4,25.9,24.7,23.6,26.9,23.6,2019,28
16,224,Amerikansk gryte,188 gram,26.9,28.6,26.9,26.9,27.9,26.9,2019,28
17,108,Betasuppe Toro,112 gr,24.9,26.9,24.9,24.9,25.9,24.9,2019,28
18,210,Kremet Blomkålsuppe,Pose,19.9,21.0,19.9,19.9,19.9,19.9,2019,28
19,109,Bali kyllinggryte,91 gr,26.9,29.0,26.9,26.9,27.9,26.9,2019,28
20,271,"Brun saus uten løk, Toro",44 gram,14.9,14.1,14.9,14.9,15.5,14.9,2019,28
21,53,Idun Ketchup,530 gr,14.9,15.8,14.9,14.9,15.9,14.9,2019,28
22,59,Nescafé Gull refill,100 gr,42.5,46.9,44.6,42.5,45.9,42.5,2019,28
23,225,Ananasbiter 3 pk eget m.,3 pk,13.9,11.6,14.8,13.9,14.9,13.9,2019,28
24,139,Piano Jordbærgele,10 dl,21.9,20.9,21.9,21.9,22.9,21.9,2019,28
25,203,Wasa Rugsprø,200gr,5.8,10.5,9.9,9.9,9.9,9.9,2019,28
26,100,Smacks Honnikorn,375 gr,24.8,27.8,26.5,24.8,26.9,24.8,2019,28
27,536,Quaker Cruesli Solfrokost,500 gram,33.7,37.2,36.0,33.7,36.5,33.7,2019,28
28,113,Ritz kjeks,200 gram,24.9,26.9,25.0,24.9,26.9,24.9,2019,28
29,381,Håndsåpe Lano Refill,300 ml,15.1,16.2,15.8,15.1,16.9,15.1,2019,28
30,390,JIF Baderom Spray,500 ml,32.9,37.1,34.3,32.9,33.9,32.9,2019,28
31,230,Avløpsåpner Pulver Plumbo,600 gr,61.9,66.9,64.8,61.9,64.9,60.6,2019,28
32,68,Smågodt,1 hg,14.9,16.5,14.9,14.9,16.9,14.9,2019,28
33,208,Troika,66 gr,12.9,14.0,14.1,12.9,15.9,13.9,2019,28
34,373,Hobby,48 gram,16.4,18.5,21.1,19.9,18.9,19.9,2019,28
35,334,Firkløver Freia,200 gr,39.9,39.5,40.6,39.9,43.9,39.9,2019,28
0,174,Lime,kg,39.9,45.9,41.9,39.9,43.9,41.1,2019,29
1,123,Paprika,1 kg løsvekt,54.9,55.9,52.9,53.9,52.9,51.4,2019,29
2,10,Champignon,1 kg,42.9,43.9,41.9,39.9,41.9,41.1,2019,29
3,175,Purreløk,kg,44.9,44.9,41.9,44.9,29.9,41.1,2019,29
4,554,Woksaus Sweet and sour,120 gr,16.5,17.6,17.6,16.5,17.5,16.5,2019,29
5,19,Norvegia,1 kg,109.0,113.0,114.4,109.0,113.0,109.0,2019,29
6,77,Gudbrandsdalsost Tine,500 gr,49.4,51.9,49.4,49.4,51.9,49.4,2019,29
7,94,Smøreost Bacon tube,175 gr,24.8,25.9,25.3,24.8,26.9,24.9,2019,29
8,153,Smøreost Skinke tube,175 gr,29.9,30.9,31.1,29.9,32.5,29.9,2019,29
9,24,Kjøttdeig billigste type,400 gr,45.9,45.9,45.9,45.9,45.9,45.9,2019,29
10,79,Karbonader Gilde,810 gr,79.9,84.0,84.78,79.9,84.9,79.92,2019,29
11,32,Lettrømme Tine,3 dl,15.9,16.5,15.9,15.9,16.5,15.9,2019,29
12,28,Lettmelk Tine,1 liter,17.6,18.4,17.6,17.6,18.7,17.6,2019,29
13,217,Go Morgen Vanilje m/nøttemix,195 gr,12.9,14.9,14.9,12.9,15.5,14.9,2019,29
14,98,Go Morgen Skogsbær,195 gr,12.9,14.9,13.1,12.9,13.9,12.9,2019,29
15,36,Melange margarin,500 gram,25.9,25.9,27.0,25.9,27.9,25.9,2019,29
16,134,Mills Majones tube,tube 215 gram,23.9,24.3,24.0,23.9,25.5,23.9,2019,29
17,205,Egg billigste type,12 stk,27.4,26.6,30.3,31.1,27.9,29.1,2019,29
18,41,Grandiosa Original,575 gr,44.9,46.0,45.7,44.9,45.9,44.9,2019,29
19,46,Nugatti Original,500 gram,24.9,26.4,24.9,24.9,26.9,24.9,2019,29
20,592,Mills Peanøttsmør,350 gram,35.3,37.9,37.0,35.3,37.9,35.3,2019,29
21,110,Pizzafyll Tomat og løk,50 gr,19.9,19.9,19.9,19.9,21.5,19.9,2019,29
22,142,Toro Pizzabunn familiepakn.,370 gram,15.4,16.9,15.8,15.4,18.9,15.8,2019,29
23,132,Uncle Ben`s Sweet & Sour Original,450 gr,27.9,25.9,27.9,27.9,25.9,27.9,2019,29
24,95,Hamburgerdressing Idun,470 gr flaske,19.9,20.9,20.2,19.9,21.5,19.9,2019,29
25,535,"Rømmedressing, Idun",470 gram,26.9,26.9,26.9,26.9,26.9,26.9,2019,29
26,103,Idun Sennep,490 gr,15.9,14.9,15.9,15.9,15.9,15.9,2019,29
27,53,Idun Ketchup,530 gr,14.9,15.8,14.9,14.9,15.9,14.9,2019,29
28,99,Oboy,450 gr pose,24.9,26.4,24.9,24.9,26.5,24.9,2019,29
29,432,Mariekjeks,200 gram,13.4,14.5,13.4,13.4,14.5,13.4,2019,29
30,569,Sætre Snackers,120 gr,19.9,20.9,21.1,19.9,20.9,19.9,2019,29
31,163,Smash,200 gr,39.9,42.3,39.9,39.9,42.9,39.9,2019,29
32,302,Daim Dobbel Freia,56 gr,17.5,14.9,18.4,17.5,18.9,17.6,2019,29
33,219,Krokanrull,71 gr,19.9,14.9,21.1,19.9,21.5,19.9,2019,29
34,191,Peanøttkubbe,60gr,16.9,14.9,17.6,16.9,17.9,16.9,2019,29
35,138,Smil Sjokolade,78 gram,11.9,12.9,12.1,11.9,14.9,11.9,2019,29
0,174,Lime,kg,28.5,32.8,29.9,28.5,39.9,29.4,2019,30
1,610,Vannmelon,1 kilo,14.8,16.9,15.9,14.8,15.9,15.2,2019,30
2,615,Norske Jordbær,500 gram,23.9,34.9,19.9,29.8,19.9,24.9,2019,30
3,177,Kiwi,stk,5.2,6.9,5.5,5.0,5.9,5.4,2019,30
4,2,Bananer,1 kg løsvekt,24.7,27.9,25.9,24.8,19.9,24.7,2019,30
5,614,Nektarin,1 Kilo,16.8,20.0,28.9,19.8,28.9,16.9,2019,30
6,611,Mais 2 pk,2 stk,19.8,19.9,20.9,15.84,21.9,20.4,2019,30
7,7,Isbergsalat,1 stk,14.8,21.9,15.9,14.8,15.9,15.2,2019,30
8,591,Grillpølser eget merke,1 kilo,24.8,24.8,25.2,24.78,24.9,24.8,2019,30
9,23,Grillpølser Gilde,600 gr,33.9,43.7,36.2,33.9,39.9,33.9,2019,30
10,450,"Ostegrill, Gilde",480 gram,29.0,46.6,37.0,29.0,39.9,29.0,2019,30
11,582,Svin Indrefilet,500 gram,54.5,75.0,55.5,45.5,74.5,54.5,2019,30
12,31,Kremfløte Tine,3 dl,18.9,19.5,19.2,18.9,19.5,18.9,2019,30
