,product_id,product_name,product_type,price_KIWI,price_MENY,price_OBS,price_REMA 1000,price_SPAR,price_EXTRA,year,week
19,108,Betasuppe Toro,112 gr,21.1,22.9,14.9,21.2,22.9,21.2,2019,46
20,124,Bergensk Fiskesuppe Toro,81 gr,10.9,11.9,11.8,11.0,11.9,11.0,2019,46
21,142,Toro Pizzabunn familiepakn.,370 gram,11.9,12.9,12.1,11.9,12.9,11.9,2019,46
22,350,Fløtesaus Toro,50 gram,14.1,15.5,14.3,14.1,15.9,14.1,2019,46
23,262,Bretagne kylling saus,27 gram,10.4,11.5,10.6,10.4,11.5,10.4,2019,46
24,52,Mr Lee Nudler Kjøttsmak,85 gram,5.8,6.5,5.9,5.8,6.9,5.8,2019,46
25,179,Mr Lee Nudler Kylling,stk,5.8,6.5,6.2,5.8,6.9,5.8,2019,46
26,145,Uncle Bens Tikka Masala,450 gram,20.8,22.9,22.2,20.8,22.5,20.8,2019,46
27,53,Idun Ketchup,530 gr,11.1,11.8,11.3,11.1,13.5,11.1,2019,46
28,164,PS sprøstekt løk,100 gr,11.3,12.3,11.5,11.3,12.5,11.3,2019,46
29,390,JIF Baderom Spray,500 ml,29.1,31.0,30.5,29.1,31.5,29.1,2019,46
30,447,OMO Color Refill,490 ml,26.7,26.9,28.5,26.7,28.9,26.7,2019,46
31,116,Laban Seigmenn,300 gr,29.3,31.9,29.9,29.3,31.9,29.3,2019,46
32,191,Peanøttkubbe,60gr,14.8,15.9,15.8,14.8,15.9,14.8,2019,46
33,209,Kvikk lunsj,47gr,12.9,13.9,12.9,12.9,13.9,12.9,2019,46
0,123,Paprika,1 kg løsvekt,49.9,54.9,29.9,49.9,52.9,49.9,2019,47
1,6,Agurk,1 stk,19.9,21.9,20.9,19.9,21.9,19.9,2019,47
2,7,Isbergsalat,1 stk,14.9,19.9,22.9,14.9,16.9,14.9,2019,47
3,8,Brokkoli,1 stk,10.0,12.9,19.5,19.9,19.9,10.0,2019,47
4,9,Blomkål,1 stk,19.9,21.9,20.9,19.9,21.9,19.9,2019,47
5,19,Norvegia,1 kg,109.0,74.9,109.0,109.0,115.0,109.0,2019,47
6,578,Gudbrandsdalsost skivet Tine,130 gr,16.1,20.9,16.5,16.2,20.9,16.2,2019,47
7,23,Grillpølser Gilde,600 gr,27.3,29.3,29.3,27.4,33.9,27.4,2019,47
8,563,Fjordland Kylling Sweet & sour,460 gr,43.2,46.9,44.1,43.3,46.9,43.3,2019,47
9,32,Lettrømme Tine,3 dl,12.8,15.9,13.0,12.8,15.9,12.8,2019,47
10,30,Skummet melk Tine,1 liter,16.9,17.9,16.9,16.9,17.9,16.9,2019,47
11,199,Tine Sjokomelk,1 lit,16.1,17.9,17.0,16.2,18.9,16.2,2019,47
12,295,Corona,1 stk,37.9,39.9,37.9,37.9,39.9,37.9,2019,47
13,297,Ringnes pils,"1 stk 0,5 dl",25.2,26.9,25.2,25.2,26.9,25.2,2019,47
14,632,Tuborg pils,5 dl,24.9,26.9,24.9,24.9,26.9,24.9,2019,47
15,633,Frydenlund fatøl,5 dl,31.9,35.9,31.9,31.9,36.5,31.9,2019,47
16,634,Carlsberg pilsner,5 dl,30.9,33.9,30.9,30.9,33.9,30.9,2019,47
17,635,Heineken,5 dl,30.9,34.9,32.9,33.2,34.9,32.9,2019,47
18,636,Ringnes Lite,5 dl,33.4,35.9,33.4,33.4,35.9,33.4,2019,47
19,637,Tuborg Lite,5 dl,32.7,34.9,32.7,32.7,34.9,32.7,2019,47
20,638,Tuborg liten boks,"3,3 dl",20.4,21.9,20.4,20.9,21.5,20.4,2019,47
21,639,Kronenbourg 1664,"3,3 dl",35.9,38.9,35.9,36.6,38.9,35.9,2019,47
22,640,Aas juleøl,5 dl,33.9,34.9,33.9,35.9,34.9,33.9,2019,47
23,641,Tuborg juleøl,5 dl,33.9,34.9,33.9,33.9,34.9,33.9,2019,47
24,642,Ringnes juleøl,5 dl,33.7,34.9,33.9,33.8,34.9,33.7,2019,47
25,643,Carlsberg flaske,"3,3 dl",31.9,33.6,31.9,31.9,33.5,31.9,2019,47
26,644,Budweiser USA,"4,73 dl",40.9,42.9,40.9,40.9,42.9,40.9,2019,47
27,645,Hansa Pilsner,5 dl,24.9,27.5,25.6,26.9,27.5,25.6,2019,47
28,646,Bulmers Original,5 dl,46.9,49.9,46.9,46.9,49.9,46.9,2019,47
29,69,Melkesjokolade Freia,200 gr,28.8,31.9,29.7,28.9,41.9,28.9,2019,47
30,302,Daim Dobbel Freia,56 gr,16.8,18.5,18.0,16.9,18.5,16.9,2019,47
31,334,Firkløver Freia,200 gr,36.7,39.9,37.3,36.9,41.5,36.8,2019,47
32,431,Mandelstang Freia,43 gr,12.8,13.9,13.1,12.9,13.9,12.9,2019,47
0,595,Hvitost eget merke,1000 gram,88.9,88.9,88.9,88.9,88.9,88.9,2019,48
1,304,"Dansk Salami, eget merke",150 gram,12.96,12.96,12.98,13.0,13.14,12.98,2019,48
2,600,Servelat eget merke,250 gram,17.1,17.1,17.1,17.5,17.5,17.1,2019,48
3,596,"Bacon med svor, eget merke",400 gram,48.9,49.0,48.98,49.7,49.9,48.98,2019,48
4,591,Grillpølser eget merke,1 kilo,22.2,22.2,22.2,22.22,22.5,22.2,2019,48
5,24,Kjøttdeig billigste type,400 gr,45.7,45.7,45.9,45.7,45.9,45.7,2019,48
6,128,"Karbonadedeig billigste type, 2 stk",800 gr,105.4,79.8,110.2,105.4,105.8,84.0,2019,48
7,513,Karbonader,800 gr,29.0,29.1,29.12,29.1,29.5,29.12,2019,48
8,581,Storfe Ytrefilet,150 gram,28.0,28.0,28.0,28.01,29.9,28.0,2019,48
9,599,Italiensk salat eget merke,400 gram,15.1,15.1,15.1,16.9,15.5,15.1,2019,48
10,572,Chillikreps med aioli,180 gr,31.3,35.9,37.4,31.5,35.9,31.3,2019,48
11,213,Fiskekaker,Billigste type 500 gr,12.21,12.29,12.26,12.5,12.5,12.26,2019,48
12,584,Sursild eget merke,1 kilo,20.7,20.7,20.7,20.7,21.5,20.7,2019,48
13,205,Egg billigste type,12 stk,24.3,26.6,24.3,24.6,25.9,24.3,2019,48
14,44,Laks,4 pakning pris per 500 gr,46.1,46.2,46.2,46.2,46.9,46.2,2019,48
15,593,Bringebærsyltetøy eget merke,1000 gram,17.4,17.5,17.4,17.9,17.6,17.4,2019,48
16,594,Jordbærsyltetøy eget merke,1000 gram,15.52,15.73,15.7,15.7,16.15,15.7,2019,48
17,583,Mais eget merke,3 pk,14.5,15.9,15.5,16.4,17.9,14.5,2019,48
18,598,Fiskeboller eget merke,800 gram,14.5,14.6,14.6,14.6,14.9,14.6,2019,48
19,492,Tunfisk i Olivenolje eget merke,185 gram,8.5,9.4,8.6,7.4,9.9,8.5,2019,48
20,408,"Kjøttkakesaus, eget merke",4 pk,10.8,10.9,10.9,10.9,10.9,10.9,2019,48
21,317,Eggnudler eget merke,250 gr,9.8,10.9,10.4,12.0,10.9,9.8,2019,48
22,529,"Jasminris Boil in B., eget merke",8 stk,31.1,33.9,31.7,31.1,33.9,31.1,2019,48
23,61,Billigste kneip,1 stk,7.9,7.9,7.9,7.9,7.9,7.9,2019,48
24,62,Billigst hvetebrød,1 stk,7.9,7.9,7.9,7.9,7.9,7.9,2019,48
25,484,"Tacosaus eget merke, hot",230gram,5.5,5.5,5.6,5.5,5.9,5.5,2019,48
26,225,Ananasbiter 3 pk eget m.,3 pk,12.5,14.5,13.3,12.5,10.0,12.5,2019,48
27,585,"Oppvasktabletter, eget merke",40 stk,25.1,28.0,25.2,25.2,29.9,25.2,2019,48
28,222,Aluminiumsfolie 29cm,20 m,7.8,8.9,7.9,7.9,8.9,7.9,2019,48
29,580,Vaniljeis eget merke,3 liter,20.2,20.3,20.2,20.2,20.5,20.2,2019,48
0,6,Agurk,1 stk,14.8,19.9,14.9,14.8,19.9,14.8,2019,49
1,10,Champignon,1 kg,38.8,42.9,39.9,39.8,41.9,38.8,2019,49
2,7,Isbergsalat,1 stk,14.8,19.9,14.9,14.8,19.9,14.8,2019,49
3,8,Brokkoli,1 stk,15.0,19.9,15.9,15.0,19.9,15.0,2019,49
4,9,Blomkål,1 stk,19.8,23.9,19.9,19.8,22.9,19.8,2019,49
5,506,Kremost Krydder,125 gram,13.0,14.2,13.2,13.0,14.5,13.0,2019,49
6,153,Smøreost Skinke tube,175 gr,26.4,29.5,26.9,26.4,29.5,26.4,2019,49
7,16,Stjernebacon,140 gr,18.1,23.5,19.34,18.1,23.5,18.11,2019,49
8,621,"Favoritt Salami, Gilde",150 gram,38.8,43.9,41.5,39.6,43.9,38.8,2019,49
9,22,Wienerpølser Gilde,520 gr,40.0,43.2,40.8,40.0,46.9,40.0,2019,49
10,79,Karbonader Gilde,810 gr,53.1,59.9,63.81,53.1,69.9,53.1,2019,49
11,143,Fjordland risgrøt,970 gr,19.2,23.9,19.7,19.4,23.9,19.2,2019,49
12,32,Lettrømme Tine,3 dl,12.8,13.9,13.0,12.8,15.9,12.8,2019,49
13,28,Lettmelk Tine,1 liter,17.3,18.4,17.3,17.3,18.6,17.3,2019,49
14,185,Tine Yoghurt Jordbær 4pk,4x150gr,14.9,16.9,15.6,14.9,16.9,14.9,2019,49
15,165,Rislunsj m/jordbær,150 gr,6.7,10.9,6.8,6.7,11.9,6.7,2019,49
16,36,Melange margarin,500 gram,21.9,24.5,22.9,21.9,27.9,21.9,2019,49
17,47,Makrell i tomat,Stabburet,12.2,13.1,12.8,12.2,16.9,12.2,2019,49
18,46,Nugatti Original,500 gram,20.9,22.3,21.3,20.9,23.9,20.9,2019,49
19,83,Jordbærsyltetøy Nora,400 gr hjemmelaget,19.3,21.3,20.6,19.3,20.9,19.3,2019,49
20,224,Amerikansk gryte,188 gram,13.5,14.5,13.7,13.5,14.5,13.5,2019,49
21,108,Betasuppe Toro,112 gr,20.5,22.9,14.9,20.8,22.9,20.9,2019,49
22,124,Bergensk Fiskesuppe Toro,81 gr,6.9,11.8,8.1,7.0,11.5,7.6,2019,49
23,378,"Hvit saus, Toro",38 gram,10.7,11.5,10.9,10.7,11.5,10.7,2019,49
24,262,Bretagne kylling saus,27 gram,10.1,11.3,10.3,10.1,10.9,10.1,2019,49
25,49,Potetmos Mills,Vanlig,7.1,7.9,7.3,7.1,9.9,7.1,2019,49
26,552,Dolmio Intens hvitløk,500 gr,23.4,25.9,25.0,23.4,25.5,23.4,2019,49
27,467,Raspeballer Stangeland,1 kilo,34.7,37.5,36.4,34.8,37.5,34.7,2019,49
28,95,Hamburgerdressing Idun,470 gr flaske,15.7,16.9,16.0,15.7,16.9,15.7,2019,49
29,103,Idun Sennep,490 gr,12.0,13.1,12.4,12.1,12.9,12.2,2019,49
30,53,Idun Ketchup,530 gr,10.4,11.5,10.9,10.6,13.5,10.7,2019,49
31,483,Taco spice mix 3X25G,10.60 13.90 11.30 10.60 15.90 10.60,,,,,,,2019,49
32,577,Tortillas beger,8 stk,19.5,22.5,20.8,19.5,22.5,19.5,2019,49
33,425,Lipton Te Yellow,25 poser,23.3,25.9,23.8,23.3,25.5,23.4,2019,49
34,352,Freia Regia kakao,10 stk,20.7,22.9,21.2,20.7,22.9,20.7,2019,49
35,348,Flatbrød Original Ideal,300 gram,6.3,7.5,6.4,6.3,7.5,6.3,2019,49
36,207,Havregryn lettkokte Axa,"1,1 kg",15.7,17.0,16.0,15.7,17.9,15.7,2019,49
37,182,Ballerina kjeks Nougat,205 gr,22.7,24.5,23.2,22.7,24.9,22.7,2019,49
38,253,Bixit Original,300 gram,14.7,15.9,13.9,14.7,15.9,14.7,2019,49
39,432,Mariekjeks,200 gram,9.7,10.5,9.8,9.7,10.5,9.7,2019,49
40,569,Sætre Snackers,120 gr,16.1,17.9,17.2,16.1,17.9,16.1,2019,49
41,337,Fishermans`s Friend Mint,25 gr,18.5,20.5,18.7,18.7,20.5,18.5,2019,49
42,116,Laban Seigmenn,300 gr,28.4,31.5,28.4,28.4,31.5,28.4,2019,49
43,138,Smil Sjokolade,78 gram,14.6,15.9,14.9,14.7,15.9,14.7,2019,49
44,209,Kvikk lunsj,47gr,12.7,13.9,12.9,12.7,13.9,12.7,2019,49
0,7,Isbergsalat,1 stk,14.5,15.9,14.9,14.5,16.9,14.8,2019,50
1,8,Brokkoli,1 stk,15.0,17.9,15.9,15.0,19.9,15.0,2019,50
2,9,Blomkål,1 stk,19.8,22.9,19.9,20.0,21.9,19.8,2019,50
3,659,Mandler løsvekt,500 gram,27.5,38.55,38.5,27.5,44.95,27.5,2019,50
4,658,Gräddost,380 gram,16.9,24.9,20.0,16.9,29.9,16.9,2019,50
5,648,Edamer,850 gram,62.0,99.0,95.2,62.0,99.9,64.0,2019,50
6,649,Gilde Julesylte,100 gram,21.4,28.9,26.8,21.5,29.5,21.4,2019,50
7,288,Gilde fersk leverpostei,150 gram,27.9,33.9,26.9,27.9,33.9,27.9,2019,50
8,628,Fjordland Havregrøt,370 gram,21.3,23.9,21.9,21.4,23.9,21.8,2019,50
9,143,Fjordland risgrøt,970 gr,12.6,17.2,19.2,12.7,23.9,12.6,2019,50
10,31,Kremfløte Tine,3 dl,12.7,15.3,14.4,12.7,19.5,12.7,2019,50
11,29,Helmelk Tine,1 liter,18.9,19.9,18.9,18.9,19.9,18.9,2019,50
12,35,Tine Meierismør,1/2 kilo,27.6,34.9,31.8,27.6,36.9,27.7,2019,50
13,318,"Ekte Remulade, Mills",165 gram,17.4,18.9,17.9,17.4,18.9,17.6,2019,50
14,653,"Juleansjons, Stabburet",200 gram,22.6,30.9,32.2,23.0,35.9,23.6,2019,50
15,205,Egg billigste type,12 stk,24.3,26.6,24.3,24.6,25.9,24.3,2019,50
16,533,Nora Agurk Pariser,580 gram,20.7,23.5,21.6,20.0,22.9,20.9,2019,50
17,527,Rødkål,450,2.0,2.5,4.7,2.0,3.9,2.0,2019,50
18,330,Ferskgjær original,50 gram,1.8,2.5,2.0,1.9,4.5,1.9,2019,50
19,276,Geisha Risgrøt,800 gram,10.8,19.9,17.9,10.9,19.9,11.1,2019,50
20,661,Pepperkakedeig,1 kilo,16.9,24.9,21.6,16.95,29.9,16.9,2019,50
21,660,Melis billigste type,500 gram,2.6,5.0,7.1,2.6,12.9,2.7,2019,50
22,58,Hvetemel,2 kg,9.0,19.5,9.0,9.0,12.9,9.0,2019,50
23,171,Sunmaid rosiner,500 gr,35.4,42.2,38.0,35.6,38.9,35.6,2019,50
24,313,Tomtegløgg Original,500 ml,6.5,13.0,21.5,6.2,23.5,7.4,2019,50
25,352,Freia Regia kakao,10 stk,20.3,22.9,21.1,20.3,22.9,20.7,2019,50
26,71,Potetgull Maarud Salt,240 gr Salt,20.2,22.6,20.8,20.2,22.9,20.3,2019,50
27,641,Tuborg juleøl,5 dl,33.9,34.9,35.9,33.9,34.9,33.9,2019,50
28,642,Ringnes juleøl,5 dl,26.4,34.9,35.4,26.5,35.9,26.4,2019,50
29,417,Krystal Original,750 ml,17.7,19.5,17.9,17.7,19.5,17.7,2019,50
30,68,Smågodt,1 hg,14.9,17.9,14.9,14.9,16.9,14.9,2019,50
31,163,Smash,200 gr,27.5,29.9,27.8,27.5,31.9,27.5,2019,50
32,655,Nonstop,180 gram,31.9,39.9,36.9,32.0,42.9,32.6,2019,50
33,196,Freia Dronningsjokolade,100gr,14.5,17.9,14.9,14.5,19.9,14.5,2019,50
34,656,Nidar Marsipanpølse,5 stk,10.5,31.4,27.9,10.5,29.9,11.6,2019,50
35,657,Nidar stor Julegris,193 gram,49.6,86.5,80.0,49.7,89.9,53.0,2019,50
0,8,Brokkoli,1 stk,12.8,19.9,15.9,12.8,17.9,12.9,2019,51
1,9,Blomkål,1 stk,16.8,22.9,19.9,16.8,24.9,16.9,2019,51
2,647,Rosenkål,400 gram,16.5,24.9,20.9,16.5,24.9,19.9,2019,51
3,175,Purreløk,kg,34.8,39.9,35.9,34.8,36.9,34.8,2019,51
4,648,Edamer,850 gram,62.0,71.3,84.9,62.0,79.9,62.0,2019,51
5,19,Norvegia,1 kg,109.0,113.0,74.9,109.0,115.0,109.0,2019,51
6,16,Stjernebacon,140 gr,23.9,25.4,21.79,23.9,24.9,23.89,2019,51
7,649,Gilde Julesylte,100 gram,21.4,19.9,26.8,21.4,28.9,21.4,2019,51
8,288,Gilde fersk leverpostei,150 gram,18.9,20.9,20.2,18.9,20.9,18.9,2019,51
9,650,"Hvit julepølse, eget merke",400 gram,12.0,12.0,16.9,12.0,12.0,12.0,2019,51
10,651,"Tynnribbe, billigste type",1 kilo,57.9,49.0,89.9,57.9,54.9,57.9,2019,51
11,662,"Pinnekjøtt, billigste type",1 kilo,159.0,159.0,169.0,159.0,199.0,159.0,2019,51
12,652,"Lutefisk helside, eget merke",1 kilo,60.0,159.0,69.9,60.0,60.0,60.0,2019,51
13,143,Fjordland risgrøt,970 gr,12.4,17.2,19.2,12.4,23.9,12.6,2019,51
14,31,Kremfløte Tine,3 dl,12.7,14.6,15.6,12.7,11.7,13.9,2019,51
15,29,Helmelk Tine,1 liter,18.9,19.9,18.9,18.9,19.9,18.9,2019,51
16,36,Melange margarin,500 gram,21.7,23.5,22.9,21.7,27.9,21.7,2019,51
17,653,"Juleansjons, Stabburet",200 gram,22.6,29.9,29.9,22.6,29.9,22.6,2019,51
18,299,"Prior Kalkun, hel","3,9 til 6,9 kg",49.0,53.9,39.9,49.0,57.9,49.0,2019,51
19,133,Tyttebærsyltetøy Nora Hj.laget,400 gr,32.7,35.5,35.5,32.7,35.5,32.7,2019,51
20,480,Surkål Nora,450 gram,4.5,9.9,11.4,4.5,9.9,4.5,2019,51
21,124,Bergensk Fiskesuppe Toro,81 gr,6.8,14.1,7.4,14.9,12.9,6.8,2019,51
22,234,Bakepulver Freia,250 gram,16.9,19.5,17.2,16.9,19.5,16.9,2019,51
23,350,Fløtesaus Toro,50 gram,13.5,14.9,12.9,13.5,15.5,13.5,2019,51
24,654,"Svisker, eget merke",227 gram,3.0,5.9,7.17,3.0,6.9,3.0,2019,51
25,313,Tomtegløgg Original,500 ml,6.2,13.0,17.9,6.2,13.9,6.2,2019,51
26,73,Coca Cola,"1,5 liter",30.5,33.5,30.7,30.5,38.9,31.5,2019,51
27,327,Fanta Appelsin,"1,5 liter",32.3,38.9,33.2,32.3,38.9,32.3,2019,51
28,167,"Maarud Tortilla, ost",185 gram,36.8,24.9,26.9,36.8,39.9,36.8,2019,51
29,191,Peanøttkubbe,60gr,14.4,15.9,15.6,14.4,15.9,14.4,2019,51
30,196,Freia Dronningsjokolade,100gr,14.4,20.5,14.9,14.5,19.9,14.5,2019,51
31,431,Mandelstang Freia,43 gr,8.9,14.2,12.9,8.9,13.9,8.9,2019,51
32,657,Nidar stor Julegris,193 gram,49.6,85.9,69.9,49.6,69.9,49.6,2019,51
0,6,Agurk,1 stk,16.8,21.9,14.9,16.8,19.9,14.8,2019,52
1,10,Champignon,1 kg,39.9,44.9,45.9,39.8,41.9,44.9,2019,52
2,7,Isbergsalat,1 stk,17.8,19.9,19.5,16.8,24.9,18.9,2019,52
3,77,Gudbrandsdalsost Tine,500 gr,46.9,49.7,49.9,46.9,49.9,47.9,2019,52
4,94,Smøreost Bacon tube,175 gr,25.9,26.1,26.4,25.9,26.9,25.9,2019,52
5,153,Smøreost Skinke tube,175 gr,28.9,28.9,29.5,27.9,29.9,28.9,2019,52
6,204,Philadelphia light,200gr,27.9,29.6,28.5,27.9,29.9,27.9,2019,52
7,621,"Favoritt Salami, Gilde",150 gram,38.7,43.9,41.5,38.8,43.9,38.8,2019,52
8,23,Grillpølser Gilde,600 gr,35.9,38.1,37.9,35.9,37.9,37.9,2019,52
9,24,Kjøttdeig billigste type,400 gr,46.9,46.9,47.8,46.9,46.9,46.9,2019,52
10,563,Fjordland Kylling Sweet & sour,460 gr,44.9,49.4,44.9,44.9,48.9,44.9,2019,52
11,31,Kremfløte Tine,3 dl,12.7,15.9,17.9,12.7,11.7,15.9,2019,52
12,28,Lettmelk Tine,1 liter,17.3,18.4,17.7,17.3,18.6,17.7,2019,52
13,96,Biola Blåbær,1 liter,34.5,36.9,35.6,34.9,35.9,34.9,2019,52
14,627,Skyr luftig bringebær,130 gram,14.9,17.5,15.9,15.9,16.9,15.9,2019,52
15,35,Tine Meierismør,1/2 kilo,31.9,34.9,35.9,31.9,36.9,33.9,2019,52
16,18,Mills Kaviar,185 gr,18.9,20.0,18.9,18.9,19.9,18.8,2019,52
17,150,Grandiosa Hj.laget m/kjøttdeig 1 kg,med kjøttdeig,83.9,91.0,85.9,83.9,89.9,85.9,2019,52
18,47,Makrell i tomat,Stabburet,16.9,16.9,16.9,16.9,17.9,16.9,2019,52
19,76,Picnicskinke Stabburet,325 gr,35.9,38.5,37.4,35.9,39.9,35.9,2019,52
20,480,Surkål Nora,450 gram,4.5,9.9,14.5,7.9,9.9,4.5,2019,52
21,107,Lasagne Toro,310 gr Familiepakning,42.9,44.9,42.0,42.9,44.9,42.9,2019,52
22,110,Pizzafyll Tomat og løk,50 gr,17.9,19.7,18.3,17.9,19.5,17.9,2019,52
23,541,"Pizzafyll Mexicana, Toro",60 gram,17.9,19.7,18.3,17.9,19.5,17.9,2019,52
24,142,Toro Pizzabunn familiepakn.,370 gram,17.9,19.7,18.3,17.9,19.9,17.9,2019,52
25,127,Ertestuing 5 minutter Toro,164 gr,8.1,19.9,21.9,8.1,19.9,16.9,2019,52
26,482,"Tacosaus medium, OLP",230 gr,14.9,16.4,16.9,14.9,18.9,14.9,2019,52
27,100,Smacks Honnikorn,375 gr,23.9,25.4,24.4,23.9,25.5,23.9,2019,52
28,207,Havregryn lettkokte Axa,"1,1 kg",18.9,17.0,19.3,18.9,19.9,18.9,2019,52
29,536,Quaker Cruesli Solfrokost,500 gram,29.9,32.9,31.4,29.9,32.5,29.9,2019,52
30,114,Kaptein kjeks,200 gr,17.9,19.7,18.3,17.9,19.5,17.9,2019,52
31,417,Krystal Original,750 ml,21.9,23.3,24.9,21.9,23.5,24.9,2019,52
32,390,JIF Baderom Spray,500 ml,32.9,34.9,33.9,32.9,34.9,33.9,2019,52
33,302,Daim Dobbel Freia,56 gr,17.9,19.7,21.5,17.9,19.5,21.5,2019,52
34,655,Nonstop,180 gram,33.9,35.9,36.9,33.9,36.9,36.9,2019,52
0,2,Bananer,1 kg løsvekt,24.8,27.9,25.9,24.8,24.9,25.9,2020,1
1,123,Paprika,1 kg løsvekt,46.8,49.9,51.9,46.8,47.9,39.8,2020,1
2,6,Agurk,1 stk,16.8,21.9,20.9,16.8,19.9,19.9,2020,1
3,10,Champignon,1 kg,39.9,44.9,45.9,38.0,41.9,44.9,2020,1
4,7,Isbergsalat,1 stk,17.8,19.9,19.5,15.0,24.9,18.9,2020,1
5,8,Brokkoli,1 stk,19.9,10.0,21.9,16.8,14.9,19.9,2020,1
6,9,Blomkål,1 stk,19.9,24.9,23.9,20.0,21.9,22.9,2020,1
7,175,Purreløk,kg,34.8,42.9,35.9,38.5,36.9,34.8,2020,1
8,186,Gilde original ovnsbakt leverpostei,190 gr,18.0,21.5,20.9,18.0,21.5,20.1,2020,1
9,454,Pepperoni Grilstad,100 gram,31.1,34.5,35.6,31.1,34.5,35.6,2020,1
10,526,Jubelsalami,100 gr,32.9,34.9,33.6,32.9,34.9,32.9,2020,1
11,16,Stjernebacon,140 gr,25.9,26.9,26.16,25.9,26.9,26.16,2020,1
12,24,Kjøttdeig billigste type,400 gr,46.9,46.9,29.9,46.9,46.9,46.9,2020,1
13,433,Matfløte 18%,3 dl,18.9,20.5,19.9,18.9,20.5,19.9,2020,1
14,32,Lettrømme Tine,3 dl,14.9,15.8,15.9,14.9,15.9,16.9,2020,1
15,28,Lettmelk Tine,1 liter,17.3,18.4,17.9,17.3,9.9,17.9,2020,1
16,96,Biola Blåbær,1 liter,34.9,36.9,35.6,34.9,35.9,34.9,2020,1
17,617,Tine Yoghurt Vanilje,500 gram,16.9,18.5,17.2,16.9,18.5,12.0,2020,1
18,165,Rislunsj m/jordbær,150 gr,9.9,10.9,12.9,9.9,11.9,9.9,2020,1
19,306,Delikat rekesalat,200 gram,23.0,24.4,23.5,23.0,24.9,23.0,2020,1
20,18,Mills Kaviar,185 gr,18.9,19.0,18.9,18.9,19.9,19.9,2020,1
21,205,Egg billigste type,12 stk,25.9,26.6,27.3,26.2,25.9,26.9,2020,1
22,84,Bringebærsyltetøy Nora,400 gr hjemmelaget,19.9,21.7,20.9,19.9,21.5,19.9,2020,1
23,107,Lasagne Toro,310 gr Familiepakning,42.9,44.9,42.0,41.0,46.9,28.7,2020,1
24,108,Betasuppe Toro,112 gr,22.9,25.0,14.9,22.9,24.9,16.03,2020,1
25,148,Lofoten Fiskesuppe,69 gram,19.9,19.9,20.9,19.9,19.9,13.93,2020,1
26,210,Kremet Blomkålsuppe,Pose,16.9,18.0,14.9,16.9,18.5,11.83,2020,1
27,109,Bali kyllinggryte,91 gr,21.9,23.9,22.3,21.9,23.5,15.33,2020,1
28,110,Pizzafyll Tomat og løk,50 gr,17.9,19.7,18.3,17.9,19.5,17.9,2020,1
29,541,"Pizzafyll Mexicana, Toro",60 gram,17.9,19.7,18.3,17.9,19.5,17.9,2020,1
30,142,Toro Pizzabunn familiepakn.,370 gram,17.9,19.7,18.3,17.9,19.9,17.9,2020,1
31,112,Vafler Toro Fam/Pk,591 gr,24.9,27.0,25.4,24.9,26.9,24.9,2020,1
32,130,Pannekaker Øko. Toro,540 gr Familiepakning,25.9,28.5,26.4,25.9,27.9,25.9,2020,1
33,378,"Hvit saus, Toro",38 gram,10.4,10.0,10.9,10.4,11.5,7.28,2020,1
34,350,Fløtesaus Toro,50 gram,14.9,16.4,15.2,14.9,15.9,10.43,2020,1
35,95,Hamburgerdressing Idun,470 gr flaske,22.9,24.3,23.4,22.9,24.9,22.9,2020,1
36,103,Idun Sennep,490 gr,13.9,14.8,14.2,13.9,14.9,13.9,2020,1
37,53,Idun Ketchup,530 gr,14.9,15.8,16.9,12.9,16.9,16.9,2020,1
38,465,Polarbrød Havre,16 pk,39.6,43.9,41.4,39.6,45.9,39.6,2020,1
39,113,Ritz kjeks,200 gram,21.9,23.9,22.3,21.9,23.9,21.9,2020,1
40,394,JIF Skurekrem,500 ml,17.9,19.0,21.9,17.9,19.5,21.9,2020,1
41,447,OMO Color Refill,490 ml,34.9,38.4,35.6,34.9,36.9,34.9,2020,1
42,151,Spenol,250 ml fuktighetskrem,25.0,27.5,25.5,25.0,26.9,25.0,2020,1
43,68,Smågodt,1 hg,14.9,17.9,15.0,14.9,16.9,15.0,2020,1
44,301,New Energy,45 gr,13.9,15.3,13.9,11.9,14.9,13.9,2020,1
45,302,Daim Dobbel Freia,56 gr,17.9,19.7,21.5,17.9,19.5,21.5,2020,1
46,192,Toppris,60gr,16.9,18.6,16.9,16.9,18.5,16.9,2020,1
47,209,Kvikk lunsj,47gr,12.5,13.5,14.0,12.5,13.9,14.0,2020,1
48,453,Pepe Lakris Big,32 gram,11.6,12.9,12.5,11.7,12.9,11.7,2020,1
0,6,Agurk,1 stk,18.8,22.9,20.9,18.8,21.9,19.9,2020,2
1,7,Isbergsalat,1 stk,17.8,19.9,19.5,17.8,18.9,18.9,2020,2
2,175,Purreløk,kg,34.5,42.9,35.9,34.5,36.9,34.8,2020,2
3,507,Kremost Pepper,125 gram,13.9,14.8,14.3,15.9,15.9,15.9,2020,2
4,212,Fløtemysost,Skivet,17.9,20.5,19.3,18.9,20.5,18.9,2020,2
5,21,Revet ost original Tine,300gr,43.9,45.7,43.9,43.9,46.9,45.9,2020,2
6,153,Smøreost Skinke tube,175 gr,28.9,29.9,29.5,28.9,29.9,28.9,2020,2
7,97,Snøfrisk,125 gr,21.9,23.9,22.3,23.9,23.5,23.9,2020,2
